Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
Siegfried Brietzke,M,24,192,90,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Gold
Siegfried Brietzke,M,28,192,90,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
Roland Brckner,M,24,172,65,East Germany,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Ralf Brudel,M,25,192,90,East Germany,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
Carsten Bunk,M,20,189,76,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
Karl-Heinz Buert,M,21,194,84,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Gold
Hannes Waldemar Cierpinski,M,25,170,59,East Germany,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,Gold
Hannes Waldemar Cierpinski,M,29,170,59,East Germany,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Gold
Jrgen Croy,M,29,186,85,East Germany,1976,Summer,Montreal,Football,Football Men's Football,Gold
Karl-Heinz Danielowski,M,36,165,50,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Gold
Uwe Daler,M,21,193,87,East Germany,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Gold
Andreas Decker,M,23,195,96,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Gold
Andreas Decker,M,27,195,96,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
Ines Diers (-Noack),F,16,175,64,East Germany,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,Gold
Ines Diers (-Noack),F,16,175,64,East Germany,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Ullrich Diener,M,25,189,83,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
Walter Diener,M,25,188,84,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
Gerlinde Doberschtz (Mey-),F,23,183,76,East Germany,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold
Jens Doberschtz,M,22,190,81,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Lothar Doering,M,29,187,88,East Germany,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold
Gottfried Dhn,M,25,196,96,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Gold
Gottfried Dhn,M,29,196,96,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
Lutz Dombrowski,M,21,187,87,East Germany,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Gold
Hans-Jrgen Drner,M,25,175,73,East Germany,1976,Summer,Montreal,Football,Football Men's Football,Gold
Gnter Dreibrodt,M,28,196,92,East Germany,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold
Joachim Dreifke,M,27,192,95,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,Gold
Uwe Dhring,M,24,186,86,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Frank Dundr (Butz-),M,23,186,89,East Germany,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
Bernd Duvigneau,M,24,183,88,East Germany,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Henrietta Ebert (Dobler-),F,22,177,83,East Germany,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
Brbel Eckert-Wckel,F,21,174,62,East Germany,1976,Summer,Montreal,Athletics,Athletics Women's 200 metres,Gold
Brbel Eckert-Wckel,F,21,174,62,East Germany,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Brbel Eckert-Wckel,F,25,174,62,East Germany,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Gold
Brbel Eckert-Wckel,F,25,174,62,East Germany,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Anneliese Ehrhardt (Jahns-),F,22,166,58,East Germany,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Gold
Andrea Ehrig-Schne-Mitscherlich,F,23,165,58,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
Reinhard Eiben,M,20,170,69,East Germany,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
Bernd Eichwurzel,M,23,196,91,East Germany,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Gold
"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,Gold
"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Gold
"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,Gold
"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Karin Enke-Kania (-Busch-, -Richter)",F,18,180,72,East Germany,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,Gold
"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,500 metres",Gold
Rudi Fink,M,22,168,60,East Germany,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Gold
Birgit Fischer-Schmidt,F,18,172,69,East Germany,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Birgit Fischer-Schmidt,F,26,172,69,East Germany,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Birgit Fischer-Schmidt,F,26,172,69,East Germany,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Irene Abel,F,19,160,48,East Germany,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Silver
Ingrid Auerswald-Lange (Brestrich-),F,31,168,58,East Germany,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Gabriele Badorek (Soltau-),F,23,180,75,East Germany,1976,Summer,Montreal,Handball,Handball Women's Handball,Silver
Jrgen Bhringer,M,29,189,93,East Germany,1980,Summer,Moskva,Football,Football Men's Football,Silver
Frank Baltrusch,M,24,193,92,East Germany,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,Silver
Frank Baum,M,24,180,77,East Germany,1980,Summer,Moskva,Football,Football Men's Football,Silver
Volker Beck,M,24,191,82,East Germany,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Sabine Becker,F,20,173,59,East Germany,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
Klaus Beer,M,25,176,74,East Germany,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Silver
Holger Behrendt,M,24,161,60,East Germany,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
Kerstin Behrendt,F,21,177,64,East Germany,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Roswitha Beier (-Sonntag),F,15,160,52,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Silver
Roswitha Beier (-Sonntag),F,15,160,52,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Steffen Blochwitz,M,21,184,81,East Germany,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Falk Boden,M,20,183,74,East Germany,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
Christine Bodner-Laser,F,25,179,68,East Germany,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,Silver
Petra Boesler (-Wach),F,20,174,69,East Germany,1976,Summer,Montreal,Rowing,Rowing Women's Double Sculls,Silver
Gerd Bonk,M,24,187,146.5,East Germany,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Jrn Borowski,M,21,177,76,East Germany,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Dinghy,Silver
Paul Borowski,M,35,172,83,East Germany,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Silver
Christina Brehmer-Lathan,F,18,169,57,East Germany,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,Silver
Christina Brehmer-Lathan,F,22,169,57,East Germany,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Andreas Bronst,M,22,171,65,East Germany,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver
Hans-Dieter Brchert,M,23,166,57,East Germany,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
Roland Brckner,M,24,172,65,East Germany,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver
Ralf Bchner,M,21,163,56,East Germany,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
Katharina Bullin,F,21,177,70,East Germany,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Silver
Hannelore Burosch (-Khnert),F,28,175,73,East Germany,1976,Summer,Montreal,Handball,Handball Women's Handball,Silver
Barbara Czekalla,F,28,173,67,East Germany,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Silver
Sabine Dhne,F,26,177,73,East Germany,1976,Summer,Montreal,Rowing,Rowing Women's Coxless Pairs,Silver
Jochen Danneberg,M,22,180,77,East Germany,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
Uwe Daler,M,21,193,87,East Germany,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Manfred Deckert,M,18,186,73,East Germany,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
Ines Diers (-Noack),F,16,175,64,East Germany,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Silver
Ines Diers (-Noack),F,16,175,64,East Germany,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,Silver
Ullrich Diener,M,21,189,83,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver
Walter Diener,M,21,188,84,East Germany,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver
Carola Dombeck,F,16,159,44,East Germany,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,Silver
Heike Gabriela Drechsler (Daute-),F,23,181,68,East Germany,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Silver
Jrg Drehmel,M,27,187,83,East Germany,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Silver
Bernd Drogan,M,24,181,69,East Germany,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
Harald Ehrig,M,22,181,95,East Germany,1972,Winter,Sapporo,Luge,Luge Men's Singles,Silver
Andrea Ehrig-Schne-Mitscherlich,F,15,165,58,East Germany,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
Andrea Ehrig-Schne-Mitscherlich,F,23,165,58,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",Silver
Andrea Ehrig-Schne-Mitscherlich,F,23,165,58,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
Andrea Ehrig-Schne-Mitscherlich,F,27,165,58,East Germany,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
Andrea Ehrig-Schne-Mitscherlich,F,27,165,58,East Germany,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 5,000 metres",Silver
Sylvia Eichner,F,15,167,61,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Andrea Eife (-Gemsleben),F,16,170,57,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Kornelia Ender (-Matthes, -Grummt)",F,13,172,59,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Kornelia Ender (-Matthes, -Grummt)",F,13,172,59,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,Silver
"Kornelia Ender (-Matthes, -Grummt)",F,13,172,59,East Germany,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,1984,Winter,Sarajevo,Speed Skating,Speed Skating Women's 500 metres,Silver
"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 3,000 metres",Silver
"Karin Enke-Kania (-Busch-, -Richter)",F,26,180,72,East Germany,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres",Silver
"Karin Enke-Kania (-Busch-, -Richter)",F,26,180,72,East Germany,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
Brigitte Fetzer (-Consuegra),F,24,196,85,East Germany,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Silver
Birgit Fischer-Schmidt,F,26,172,69,East Germany,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
Uwe Bewersdorf,M,21,,,East Germany,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Bronze
Rolf-Dieter Amend,M,23,173,74,East Germany,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Jochen Babock,M,22,182,91,East Germany,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Gold
Klaus-Michael Bonsack,M,26,183,84,East Germany,1968,Winter,Grenoble,Luge,Luge Mixed (Men)'s Doubles,Gold
Reinhard Bredow,M,24,166,64,East Germany,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold
Klaus-Michael Bonsack,M,30,183,84,East Germany,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Bronze
Wolfram Fiedler,M,20,177,82,East Germany,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Bronze
Jan Behrendt,M,20,169,70,East Germany,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,Silver
Frdric-Albert Gustave Bruynseels,M,31,,,Edelweiss II-1,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
mile Franois Cornellie,M,50,,,Edelweiss II-1,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
Florimond Joseph Cornellie,M,25,,,Edelweiss II-1,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
Mohamed El-Sayed,M,31,185,91,Egypt,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze
Khadr El-Sayed El-Touni,M,19,,75,Egypt,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Middleweight,Gold
Mahmoud S. Fayad,M,23,,60,Egypt,1948,Summer,London,Weightlifting,Weightlifting Men's Featherweight,Gold
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87,Egypt,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver
Mohamed Aly Reda,M,29,190,91,Egypt,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Silver
Christopher Johan Steckmest Dahl,M,25,,,Elisabeth V,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,Gold
Tor Birger Arneberg,M,23,183,,Elisabeth X,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver
Finn Christian Ferner (Jacobsen-),M,32,178,75,Elisabeth X,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver
Johan Martin Ferner (Jacobsen-),M,24,,,Elisabeth X,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver
"Anders Percival ""Percy"" Almstedt",M,31,,,Elsie,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver
Nadine Capellmann (-Biffar-),F,43,166,51,Elvis Va,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Brre Erik Falkum-Hansen,M,32,,,Encore,1952,Summer,Helsinki,Sailing,Sailing Mixed 5.5 metres,Silver
Louis Charles Baillon,M,26,,,United Kingdom,1908,Summer,London,Hockey,Hockey Men's Hockey,Gold
"Charles Frederick ""Charlie"" Davey",M,25,,,United Kingdom,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Silver
"Petrus Hilding ""Per"" Bergman",M,25,,,Erna Signe,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Silver
Dick Otto Ludvig Bergstrm,M,26,,,Erna Signe,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Silver
Kurt Johan Bergstrm,M,20,,,Erna Signe,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Silver
Hugo Amadues August Clason,M,46,,,Erna Signe,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Silver
Francisco Rebello de Andrade,M,28,,,Espadarte,1952,Summer,Helsinki,Sailing,Sailing Mixed Two Person Keelboat,Bronze
Franois Alexandre mile Billard,M,48,,,Esterel-1,1900,Summer,Paris,Sailing,Sailing Mixed 10-20 Ton,Gold
Aleksei Budlin,M,24,177,81,Estonia,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Bronze
Tnu Endrekson,M,37,198,104,Estonia,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
Tnu Endrekson,M,29,198,104,Estonia,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Silver
Addis Abebe,M,21,160,50,Ethiopia,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Bronze
Sofia Assefa Abebe,F,24,167,52,Ethiopia,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
Almaz Ayana Eba,F,24,166,47,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Bronze
Fita Bayissa,M,19,173,52,Ethiopia,1992,Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",Bronze
Tariku Bekele Beyecha,M,25,173,65,Ethiopia,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
Meseret Defar Tola,F,24,159,42,Ethiopia,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Bronze
Mare Dibaba Hurssa (-Ibrahimova-),F,26,156,45,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze
Tirunesh Dibaba Keneni,F,19,166,50,Ethiopia,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",Bronze
Tirunesh Dibaba Keneni,F,27,166,50,Ethiopia,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Bronze
Tirunesh Dibaba Keneni,F,31,166,50,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Bronze
Gezahgne Abera,M,22,166,58,Ethiopia,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold
Almaz Ayana Eba,F,24,166,47,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Gold
Kenenisa Bekele Beyecha,M,22,165,56,Ethiopia,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Gold
Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold
Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold
Abebe Bikila,M,28,177,57,Ethiopia,1960,Summer,Roma,Athletics,Athletics Men's Marathon,Gold
Abebe Bikila,M,32,177,57,Ethiopia,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Gold
Meseret Defar Tola,F,20,159,42,Ethiopia,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",Gold
Meseret Defar Tola,F,28,159,42,Ethiopia,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Gold
Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Gold
Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",Gold
Tirunesh Dibaba Keneni,F,27,166,50,Ethiopia,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",Gold
Kenenisa Bekele Beyecha,M,22,165,56,Ethiopia,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",Silver
Ejegayehu Dibaba Keneni,F,22,162,47,Ethiopia,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Silver
Genzebe Dibaba Keneni,F,25,168,52,Ethiopia,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver
Max Heinrich Ammermann,M,21,,,Favorite Hammonia-3,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
Wilhelm Emil Carstens,M,31,,,Favorite Hammonia-3,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
Jacques Doucet,M,,,,Favorite-1,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Silver
Jacques Doucet,M,,,,Favorite-1,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Silver
Ro Masivesi Dakuwaqa,M,22,190,105,Fiji,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
Apisai Raviyawa Domolailai,M,27,192,98,Fiji,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
Arvo Ossian Aaltonen,M,30,,,Finland,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
Arvo Ossian Aaltonen,M,30,,,Finland,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,Bronze
Juhamatti Tapio Aaltonen,M,28,184,85,Finland,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Paavo Johannes Aaltonen,M,28,175,64,Finland,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Paavo Johannes Aaltonen,M,32,175,64,Finland,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Bruno Valfrid Ahlberg,M,21,168,69.5,Finland,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
Mika Antero Alatalo,M,22,182,85,Finland,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Ove Andersen,M,28,178,70,Finland,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
"Alfred Johan ""Alppo"" Asikainen",M,23,,,Finland,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Bronze
Ture Wilhelm Axelsson,M,27,178,74.5,Finland,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Ture Wilhelm Axelsson,M,27,178,74.5,Finland,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
